symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2019-03-26 00:00:00+00:00,186.79,192.88,184.58,191.66,49800538,45.0113576889,46.4788836181,44.4788072285,46.1848964862,199202152,0.0,1.0
AAPL,2019-03-27 00:00:00+00:00,188.47,189.76,186.55,188.75,29848427,45.416192428,45.7270476741,44.9535241547,45.4836648845,119393708,0.0,1.0
AAPL,2019-03-28 00:00:00+00:00,188.72,189.56,187.53,188.95,20780363,45.4764356927,45.6788530623,45.1896777525,45.5318594963,83121452,0.0,1.0
AAPL,2019-03-29 00:00:00+00:00,189.95,190.08,188.54,189.83,23563961,45.7728325553,45.804159053,45.4330605421,45.7439157882,94255844,0.0,1.0
AAPL,2019-04-01 00:00:00+00:00,191.24,191.68,188.38,191.64,27861964,46.0836878014,46.1897159473,45.3945048527,46.180077025,111447856,0.0,1.0
AAPL,2019-04-02 00:00:00+00:00,194.02,194.46,191.05,191.09,22765732,46.7535929054,46.8596210513,46.0379029202,46.0475418425,91062928,0.0,1.0
AAPL,2019-04-03 00:00:00+00:00,195.35,196.5,193.15,193.25,23271830,47.0740870738,47.3512060917,46.5439463441,46.56804365,93087320,0.0,1.0
AAPL,2019-04-04 00:00:00+00:00,195.69,196.37,193.14,194.79,19114275,47.1560179139,47.319879594,46.5415366135,46.9391421608,76457100,0.0,1.0
AAPL,2019-04-05 00:00:00+00:00,197.0,197.1,195.93,196.45,18526644,47.4716926212,47.4957899271,47.2138514481,47.3391574387,74106576,0.0,1.0
AAPL,2019-04-08 00:00:00+00:00,200.1,200.23,196.34,196.42,25881697,48.218709104,48.2500356017,47.3126504022,47.331928247,103526788,0.0,1.0
AAPL,2019-04-09 00:00:00+00:00,199.5,202.85,199.23,200.32,35768237,48.0741252687,48.8813850163,48.0090625427,48.271723177,143072948,0.0,1.0
AAPL,2019-04-10 00:00:00+00:00,200.62,200.74,198.18,198.68,21695288,48.3440150947,48.3729318618,47.7560408308,47.8765273603,86781152,0.0,1.0
AAPL,2019-04-11 00:00:00+00:00,198.95,201.0,198.44,200.85,20900808,47.9415900862,48.4355848571,47.8186938261,48.3994388983,83603232,0.0,1.0
AAPL,2019-04-12 00:00:00+00:00,198.87,200.14,196.21,199.2,27760668,47.9223122415,48.2283480264,47.2813239046,48.001833351,111042672,0.0,1.0
AAPL,2019-04-15 00:00:00+00:00,199.23,199.85,198.01,198.58,17536646,48.0090625427,48.1584658393,47.7150754108,47.8524300544,70146584,0.0,1.0
AAPL,2019-04-16 00:00:00+00:00,199.25,201.37,198.56,199.46,25696385,48.0138820039,48.524744889,47.8476105932,48.0644863463,102785540,0.0,1.0
AAPL,2019-04-17 00:00:00+00:00,203.13,203.38,198.61,199.54,28906780,48.9488574728,49.0091007375,47.8596592461,48.083764191,115627120,0.0,1.0
AAPL,2019-04-18 00:00:00+00:00,203.86,204.15,202.52,203.12,24195766,49.1247678058,49.194649993,48.8018639068,48.9464477422,96783064,0.0,1.0
AAPL,2019-04-22 00:00:00+00:00,204.53,204.94,202.34,202.83,19439545,49.2862197554,49.3850187096,48.7584887562,48.8765655551,77758180,0.0,1.0
AAPL,2019-04-23 00:00:00+00:00,207.48,207.75,203.9,204.43,23322991,49.9970902794,50.0621530053,49.1344067282,49.2621224495,93291964,0.0,1.0
AAPL,2019-04-24 00:00:00+00:00,207.16,208.48,207.05,207.36,17540609,49.9199789005,50.2380633384,49.893471864,49.9681735123,70162436,0.0,1.0
AAPL,2019-04-25 00:00:00+00:00,205.28,207.76,205.12,206.83,18543206,49.4669495496,50.0645627359,49.4283938602,49.8404577911,74172824,0.0,1.0
AAPL,2019-04-26 00:00:00+00:00,204.3,205.0,202.12,204.9,18649102,49.2307959518,49.3994770931,48.7054746832,49.3753797872,74596408,0.0,1.0
AAPL,2019-04-29 00:00:00+00:00,204.61,205.97,203.86,204.4,22204716,49.3054976001,49.6332209603,49.1247678058,49.2548932577,88818864,0.0,1.0
AAPL,2019-04-30 00:00:00+00:00,200.67,203.4,199.11,203.06,46534923,48.3560637477,49.0139201987,47.9801457756,48.9319893587,186139692,0.0,1.0
AAPL,2019-05-01 00:00:00+00:00,210.52,215.31,209.23,209.88,64827328,50.7296483787,51.8839093313,50.4187931326,50.575425621,259309312,0.0,1.0
AAPL,2019-05-02 00:00:00+00:00,209.15,212.65,208.13,209.84,31996324,50.3995152879,51.2429209944,50.1537227677,50.5657866986,127985296,0.0,1.0
AAPL,2019-05-03 00:00:00+00:00,211.75,211.84,210.23,210.89,20892378,51.0260452413,51.0477328166,50.6597661916,50.8188084106,83569512,0.0,1.0
