symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
DIS,2019-07-29 00:00:00+00:00,146.39,147.15,145.17,145.59,11674108,145.0464000021,145.7994245529,143.8375974336,144.2537425801,11674108,0.0,1.0
DIS,2019-07-30 00:00:00+00:00,144.93,146.8,144.61,145.76,6563058,143.599800207,145.4526369308,143.2827372382,144.4221822823,6563058,0.0,1.0
DIS,2019-07-31 00:00:00+00:00,143.01,145.0,142.34,144.99,9710669,141.6974223943,143.6691577314,141.0335718034,143.6592495136,9710669,0.0,1.0
DIS,2019-08-01 00:00:00+00:00,141.85,144.53,141.26,143.34,8911657,140.5480691324,143.203471496,139.9634842837,142.0243935808,8911657,0.0,1.0
DIS,2019-08-02 00:00:00+00:00,141.71,142.22,139.94,140.99,6539050,140.4093540836,140.9146731901,138.6555995375,139.6959624038,6539050,0.0,1.0
DIS,2019-08-05 00:00:00+00:00,138.3,140.23,137.03,139.14,10669680,137.0306518224,138.9429378529,135.7723081651,137.8629421155,10669680,0.0,1.0
DIS,2019-08-06 00:00:00+00:00,141.87,141.95,138.37,140.41,18818879,140.567885568,140.6471513102,137.1000093469,139.1212857729,18818879,0.0,1.0
DIS,2019-08-07 00:00:00+00:00,134.86,135.87,132.26,134.93,29084488,133.622224908,134.6229549032,131.0460882866,133.6915824324,29084488,0.0,1.0
DIS,2019-08-08 00:00:00+00:00,137.89,138.0,136.01,137.9,14054758,136.6244148937,136.7334052892,134.7616699521,136.6343231114,14054758,0.0,1.0
DIS,2019-08-09 00:00:00+00:00,138.52,139.24,136.76,137.1,8811869,137.2486326135,137.9620242932,135.5047862851,135.8416656895,8811869,0.0,1.0
DIS,2019-08-12 00:00:00+00:00,135.75,137.57,135.23,137.31,9481263,134.5040562899,136.3073519249,133.9888289656,136.0497382627,9481263,0.0,1.0
DIS,2019-08-13 00:00:00+00:00,137.01,137.92,135.0,135.0,8196997,135.7524917295,136.654139547,133.7609399568,133.7609399568,8196997,0.0,1.0
DIS,2019-08-14 00:00:00+00:00,132.85,135.15,132.68,135.06,11797670,131.6306731353,133.9095632234,131.4622334331,133.8203892635,11797670,0.0,1.0
DIS,2019-08-15 00:00:00+00:00,133.41,134.28,132.47,133.5,7590114,132.1855333307,133.047548277,131.2541608599,132.2747072906,7590114,0.0,1.0
DIS,2019-08-16 00:00:00+00:00,135.2,135.5,133.83,134.02,6353770,133.9591043123,134.2563508455,132.6016784772,132.7899346149,6353770,0.0,1.0
DIS,2019-08-19 00:00:00+00:00,135.29,137.62,134.28,136.79,11741800,134.0482782723,136.3568930138,133.047548277,135.5345109385,11741800,0.0,1.0
DIS,2019-08-20 00:00:00+00:00,135.13,136.04,133.26,133.33,8628920,133.8897467879,134.7913946054,132.036910064,132.1062675885,8628920,0.0,1.0
DIS,2019-08-21 00:00:00+00:00,135.76,136.06,134.05,134.61,6326629,134.5139645077,134.8112110409,132.8196592682,133.3745194636,6326629,0.0,1.0
DIS,2019-08-22 00:00:00+00:00,136.08,136.67,134.69,136.2,6968278,134.8310274765,135.4156123252,133.4537852058,134.9499260898,6968278,0.0,1.0
DIS,2019-08-23 00:00:00+00:00,131.67,136.44,131.02,135.51,10197685,130.4615034379,135.1877233164,129.8174692825,134.2662590633,10197685,0.0,1.0
DIS,2019-08-26 00:00:00+00:00,134.61,134.64,132.55,134.19,8101688,133.3745194636,133.4042441169,131.333426602,132.9583743171,8101688,0.0,1.0
